full_name,rank,type,abbr
Biomedical Optics Express,3,CAS,
BIOMEDICAL PAPERS-OLOMOUC,4,CAS,
Biomedical Physics & Engineering Express,4,CAS,
Biomedical Reports,4,CAS,
Biomedical Research and Therapy,4,CAS,
BIOMEDICAL RESEARCH-TOKYO,4,CAS,
Biomedical Signal Processing and Control,2,CAS,
BIOMEDICINE & PHARMACOTHERAPY,2,CAS,
BioMedicine-Taiwan,4,CAS,
Biomedicines,3,CAS,
BIOMETALS,3,CAS,
BIOMETRICAL JOURNAL,3,CAS,
BIOMETRICS,3,CAS,
BIOMETRIKA,1,CAS,
Biomicrofluidics,4,CAS,
Biomimetic Intelligence and Robotics,4,CAS,
Biomimetics,3,CAS,
Biomolecular NMR Assignments,4,CAS,
Biomolecules & Therapeutics,4,CAS,
Biomolecules and Biomedicine,4,CAS,
Biomolecules,2,CAS,
BioNanoScience,4,CAS,
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,4,CAS,
BIOORGANIC & MEDICINAL CHEMISTRY,3,CAS,
BIOORGANIC CHEMISTRY,2,CAS,
BIOPHARM INTERNATIONAL,4,CAS,
BIOPHARMACEUTICS & DRUG DISPOSITION,4,CAS,
BIOPHYSICAL CHEMISTRY,3,CAS,
BIOPHYSICAL JOURNAL,3,CAS,
Biophysical Reports,4,CAS,
Biophysical Reviews,4,CAS,
Biophysics and Physicobiology,4,CAS,
Biophysics Reviews,4,CAS,
BIOPOLYMERS,4,CAS,
Biopreservation and Biobanking,4,CAS,
BIOPROCESS AND BIOSYSTEMS ENGINEERING,3,CAS,
BioPsychoSocial Medicine,4,CAS,
BIOREMEDIATION JOURNAL,4,CAS,
BIORESOURCE TECHNOLOGY,1,CAS,
Bioresources and Bioprocessing,3,CAS,
BioResources,4,CAS,
Biosafety and Health,4,CAS,
BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,4,CAS,
Bioscience Journal,4,CAS,
Bioscience of Microbiota Food and Health,4,CAS,
BIOSCIENCE REPORTS,3,CAS,
BioScience Trends,3,CAS,
BIOSCIENCE,1,CAS,
Bioscope-South Asian Screen Studies,4,CAS,
Biosemiotics,3,CAS,
BIOSENSORS & BIOELECTRONICS,1,CAS,
Biosensors-Basel,3,CAS,
BioSocieties,4,CAS,
BIOSTATISTICS,3,CAS,
Biosurface and Biotribology,4,CAS,
Biosystems Diversity,4,CAS,
BIOSYSTEMS ENGINEERING,2,CAS,
BIOSYSTEMS,4,CAS,
BIOTA NEOTROPICA,4,CAS,
BioTech,4,CAS,
BIOTECHNIC & HISTOCHEMISTRY,4,CAS,
BIOTECHNIQUES,4,CAS,
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,4,CAS,
BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,4,CAS,
BIOTECHNOLOGY ADVANCES,1,CAS,
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,4,CAS,
BIOTECHNOLOGY AND BIOENGINEERING,3,CAS,
BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,4,CAS,
Biotechnology and Genetic Engineering Reviews,3,CAS,
Biotechnology for Biofuels and Bioproducts,2,CAS,
Biotechnology Journal,3,CAS,
BIOTECHNOLOGY LAW REPORT,4,CAS,
BIOTECHNOLOGY LETTERS,4,CAS,
BIOTECHNOLOGY PROGRESS,4,CAS,
Biotecnia,4,CAS,
BIOTROPICA,3,CAS,
BIPOLAR DISORDERS,2,CAS,
BIRD CONSERVATION INTERNATIONAL,3,CAS,
BIRD STUDY,4,CAS,
Birds,4,CAS,
Birth Defects Research,4,CAS,
BIRTH-ISSUES IN PERINATAL CARE,3,CAS,
BIT NUMERICAL MATHEMATICS,3,CAS,
Bitacora Urbano Territorial,4,CAS,
Biuletyn Wydzialu Farmaceutycznego Warszawskiego Uniwersytetu Medycznego,4,CAS,
Biznes Informatika-Business Informatics,4,CAS,
BJA Education,4,CAS,
BJGP Open,4,CAS,
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,2,CAS,
BJPsych Advances,4,CAS,
BJPsych Bulletin,4,CAS,
BJPsych International,4,CAS,
BJPsych Open,3,CAS,
BJR Case Reports,4,CAS,
BJS Open,3,CAS,
BJU INTERNATIONAL,2,CAS,
BJUI Compass,4,CAS,
Black Camera,4,CAS,
BLACK SCHOLAR,4,CAS,
BLACK THEOLOGY,3,CAS,
Bladder Cancer,4,CAS,
Blockchain-Research and Applications,2,CAS,
Blood Advances,1,CAS,
Blood and Lymphatic Cancer-Targets and Therapy,2,CAS,
Blood Cancer Discovery,1,CAS,
Blood Cancer Journal,1,CAS,
BLOOD CELLS MOLECULES AND DISEASES,4,CAS,
BLOOD COAGULATION & FIBRINOLYSIS,4,CAS,
BLOOD PRESSURE MONITORING,4,CAS,
BLOOD PRESSURE,3,CAS,
BLOOD PURIFICATION,4,CAS,
Blood Research,4,CAS,
BLOOD REVIEWS,2,CAS,
Blood Science,4,CAS,
Blood Transfusion,3,CAS,
BLOOD,1,CAS,
Blue-Green Systems,4,CAS,
BLUMEA,4,CAS,
BMB Reports,4,CAS,
BMC Anesthesiology,3,CAS,
BMC BIOINFORMATICS,4,CAS,
BMC BIOLOGY,2,CAS,
BMC BIOTECHNOLOGY,2,CAS,
BMC CANCER,3,CAS,
BMC Cardiovascular Disorders,3,CAS,
BMC Chemistry,2,CAS,
BMC Complementary Medicine and Therapies,3,CAS,
BMC Ecology and Evolution,3,CAS,
BMC EMERGENCY MEDICINE,3,CAS,
BMC Endocrine Disorders,3,CAS,
BMC GASTROENTEROLOGY,3,CAS,
BMC Genomic Data,4,CAS,
BMC GENOMICS,2,CAS,
BMC Geriatrics,2,CAS,
BMC HEALTH SERVICES RESEARCH,2,CAS,
BMC IMMUNOLOGY,4,CAS,
BMC INFECTIOUS DISEASES,3,CAS,
BMC Medical Education,3,CAS,
BMC Medical Ethics,1,CAS,
BMC Medical Genomics,4,CAS,
BMC MEDICAL IMAGING,3,CAS,
BMC Medical Informatics and Decision Making,3,CAS,
BMC Medical Research Methodology,2,CAS,
BMC Medicine,1,CAS,
BMC MICROBIOLOGY,2,CAS,
BMC Molecular and Cell Biology,3,CAS,
BMC MUSCULOSKELETAL DISORDERS,3,CAS,
BMC Nephrology,3,CAS,
BMC Neurology,3,CAS,
BMC NEUROSCIENCE,4,CAS,
BMC NURSING,2,CAS,
BMC Nutrition,3,CAS,
BMC Ophthalmology,3,CAS,
BMC Oral Health,2,CAS,
BMC Palliative Care,2,CAS,
BMC Pediatrics,3,CAS,
BMC Pharmacology & Toxicology,3,CAS,
BMC PLANT BIOLOGY,2,CAS,
BMC Pregnancy and Childbirth,2,CAS,
BMC Primary Care,3,CAS,
BMC Psychiatry,2,CAS,
BMC Psychology,3,CAS,
BMC PUBLIC HEALTH,2,CAS,
BMC Pulmonary Medicine,3,CAS,
BMC Research Notes,4,CAS,
BMC Rheumatology,4,CAS,
BMC Sports Science Medicine and Rehabilitation,3,CAS,
BMC Surgery,3,CAS,
BMC Urology,4,CAS,
BMC Veterinary Research,2,CAS,
BMC Womens Health,3,CAS,
BMC Zoology,3,CAS,
BME Frontiers,2,CAS,
BMGN-The Low Countries Historical Review,3,CAS,
BMJ Case Reports,4,CAS,
BMJ Evidence-Based Medicine,2,CAS,
BMJ Global Health,1,CAS,
BMJ Health & Care Informatics,3,CAS,
BMJ Innovations,4,CAS,
BMJ Leader,4,CAS,
BMJ Medicine,1,CAS,
BMJ Mental Health,1,CAS,
BMJ Military Health,4,CAS,
BMJ Neurology Open,3,CAS,
"BMJ Nutrition, Prevention & Health",4,CAS,
BMJ Open Diabetes Research & Care,2,CAS,
BMJ Open Gastroenterology,3,CAS,
BMJ Open Ophthalmology,4,CAS,
BMJ Open Quality,4,CAS,
BMJ Open Respiratory Research,3,CAS,
BMJ Open Sport & Exercise Medicine,3,CAS,
BMJ Open,4,CAS,
BMJ Paediatrics Open,4,CAS,
BMJ Quality & Safety,1,CAS,
BMJ Sexual & Reproductive Health,2,CAS,
BMJ Supportive & Palliative Care,4,CAS,
BMJ Surgery Interventions & Health Technologies,4,CAS,
BMJ-British Medical Journal,1,CAS,
BMS-Bulletin of Sociological Methodology-Bulletin de Methodologie Sociologique,4,CAS,
Body & Society,4,CAS,
Body Image,1,CAS,
Body Movement and Dance in Psychotherapy,4,CAS,
Bogoslovni Vestnik-Theological Quarterly-Ephemerides Theologicae,2,CAS,
Bogoslovska Smotra-Ephemerides Theologicae Zagrabienses,4,CAS,
BOIS ET FORETS DES TROPIQUES,4,CAS,
Boletim de Ciencias Geodesicas,4,CAS,
Boletim de Estudos Classicos,4,CAS,
BOLETIM DE INDUSTRIA ANIMAL,4,CAS,
Boletim do Arquivo da Universidade de Coimbra,4,CAS,
BOLETIM DO INSTITUTO DE PESCA,4,CAS,
Boletim Paranaense de Geociencias,4,CAS,
Boletim Sociedade Paranaense de Matematica,4,CAS,
Boletin Americanista,4,CAS,
Boletin Antropologico,4,CAS,
Boletin de Arte-UMA,3,CAS,
Boletin de Arte,4,CAS,
Boletin de Ciencias de la Tierra,4,CAS,
Boletin de Geologia,4,CAS,
Boletin de la Asociacion de Geografos Espanoles,4,CAS,
Boletin de la Asociacion Internacional de Derecho Cooperativo-International Association of Cooperative Law Journal,4,CAS,
BOLETIN DE LA REAL ACADEMIA ESPANOLA,4,CAS,
Boletin de la Sociedad Argentina de Botanica,4,CAS,
BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO,3,CAS,
Boletin de la Sociedad Geologica Mexicana,4,CAS,
BOLETIN DE LA SOCIEDAD MATEMATICA MEXICANA,4,CAS,
Boletin de Literatura Oral,3,CAS,
Boletin de Pediatria,4,CAS,
Boletin del Archivo General de la Nacion,4,CAS,
Boletin del grupo espanol del carbon,4,CAS,
Boletin del Museo Chileno de Arte Precolombino,2,CAS,
Boletin Geografico,4,CAS,
BOLETIN GEOLOGICO Y MINERO,4,CAS,
Boletin Goiano de Geografia,4,CAS,
Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas,4,CAS,
Boletin Medico del Hospital Infantil de Mexico,4,CAS,
BOLLETTINO DELLA SOCIETA PALEONTOLOGICA ITALIANA,3,CAS,
BOLLETTINO DELLA UNIONE MATEMATICA ITALIANA,4,CAS,
Bollettino di Storia delle Scienze Matematiche,4,CAS,
Bollettino Filosofico,4,CAS,
Bone & Joint Journal,1,CAS,
Bone & Joint Open,2,CAS,
Bone & Joint Research,1,CAS,
BONE MARROW TRANSPLANTATION,2,CAS,
Bone Reports,4,CAS,
Bone Research,1,CAS,
BONE,2,CAS,
BOOK COLLECTOR,4,CAS,
Book History,4,CAS,
Bookbird-A Journal of International Childrens Literature,4,CAS,
Borderline Personality Disorder and Emotion Dysregulation,2,CAS,
Bordon-Revista de Pedagogia,4,CAS,
BOREAL ENVIRONMENT RESEARCH,4,CAS,
BOREAS,3,CAS,
Borsa Istanbul Review,2,CAS,
Bosniaca-Journal of the National and University Library of Bosnia and Herzegovina,4,CAS,
BOSQUE,4,CAS,
BOSTON UNIVERSITY LAW REVIEW,3,CAS,
BOTANICA MARINA,4,CAS,
Botanica Serbica,4,CAS,
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,2,CAS,
BOTANICAL REVIEW,2,CAS,
Botanical Sciences,4,CAS,
Botanical Studies,2,CAS,
Botany Letters,4,CAS,
Botany,4,CAS,
BOTHALIA,4,CAS,
Bottom Line,1,CAS,
BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE,4,CAS,
Boundary Value Problems,4,CAS,
BOUNDARY-LAYER METEOROLOGY,4,CAS,
Boyhood Studies-An Interdisciplinary Journal,4,CAS,
BRAC-Barcelona Research Art Creation,4,CAS,
Brachytherapy,4,CAS,
Bradleya,4,CAS,
BRAGANTIA,4,CAS,
BRAIN & DEVELOPMENT,4,CAS,
Brain and Behavior,3,CAS,
BRAIN AND COGNITION,3,CAS,
BRAIN AND LANGUAGE,3,CAS,
Brain and Spine,4,CAS,
Brain Behavior & Immunity-Health,3,CAS,
BRAIN BEHAVIOR AND EVOLUTION,4,CAS,
BRAIN BEHAVIOR AND IMMUNITY,1,CAS,
Brain Circulation,4,CAS,
Brain Communications,2,CAS,
Brain Connectivity,4,CAS,
Brain Hemorrhages,4,CAS,
Brain Imaging and Behavior,4,CAS,
Brain Impairment,4,CAS,
BRAIN INJURY,4,CAS,
BRAIN PATHOLOGY,2,CAS,
BRAIN RESEARCH BULLETIN,3,CAS,
BRAIN RESEARCH,4,CAS,
Brain Sciences,3,CAS,
Brain Stimulation,1,CAS,
Brain Structure & Function,3,CAS,
BRAIN TOPOGRAPHY,3,CAS,
Brain Tumor Pathology,3,CAS,
BRAIN-Broad Research in Artificial Intelligence and Neuroscience,4,CAS,
Brain-Computer Interfaces,4,CAS,
BRAIN,1,CAS,
Bratislava Law Review,4,CAS,
Bratislava Medical Journal-Bratislavske Lekarske Listy,4,CAS,
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,4,CAS,
Brazilian Journal of Analytical Chemistry,4,CAS,
Brazilian Journal of Anesthesiology,4,CAS,
Brazilian Journal of Botany,4,CAS,
Brazilian Journal of Cardiovascular Surgery,4,CAS,
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,4,CAS,
Brazilian Journal of Geology,4,CAS,
Brazilian Journal of Hygiene and Animal Sanity,4,CAS,
Brazilian Journal of Infectious Diseases,4,CAS,
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,4,CAS,
BRAZILIAN JOURNAL OF MICROBIOLOGY,4,CAS,
Brazilian Journal of Operations & Production Management,4,CAS,
Brazilian Journal of Otorhinolaryngology,4,CAS,
Brazilian Journal of Pharmaceutical Sciences,4,CAS,
Brazilian Journal of Physical Therapy,3,CAS,
BRAZILIAN JOURNAL OF PHYSICS,4,CAS,
Brazilian Journal of Poultry Science,4,CAS,
Brazilian Journal of Probability and Statistics,4,CAS,
Brazilian Journal of Psychiatry,3,CAS,
Brazilian Journalism Research,4,CAS,
Brazilian Neurosurgery-Arquivos Brasileiros de Neurocirurgia,4,CAS,
Brazilian Oral Research,4,CAS,
BREAST CANCER RESEARCH AND TREATMENT,3,CAS,
BREAST CANCER RESEARCH,2,CAS,
Breast Cancer-Basic and Clinical Research,4,CAS,
Breast Cancer-Targets and Therapy,3,CAS,
Breast Cancer,3,CAS,
Breast Care,4,CAS,
Breast Journal,4,CAS,
BREAST,2,CAS,
Breastfeeding Medicine,4,CAS,
Breathe,4,CAS,
BREEDING SCIENCE,4,CAS,
Bresil-s,4,CAS,
Brewing Science,4,CAS,
BRICS Law Journal,4,CAS,
Bridge Structures,4,CAS,
BRIEFINGS IN BIOINFORMATICS,2,CAS,
Briefings in Functional Genomics,4,CAS,
Brills Annual of Afroasiatic Languages and Linguistics,4,CAS,
Britain and the World,4,CAS,
Britannia,4,CAS,
British Accounting Review,2,CAS,
British and American Studies,4,CAS,
British Catholic History,3,CAS,
British Columbia Medical Journal,4,CAS,
BRITISH DENTAL JOURNAL,4,CAS,
BRITISH EDUCATIONAL RESEARCH JOURNAL,2,CAS,
British Food Journal,3,CAS,
British Journal for the History of Mathematics,4,CAS,
British Journal for the History of Philosophy,1,CAS,
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,1,CAS,
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,1,CAS,
BRITISH JOURNAL OF AESTHETICS,1,CAS,
British Journal of American Legal Studies,4,CAS,
BRITISH JOURNAL OF ANAESTHESIA,1,CAS,
BRITISH JOURNAL OF BIOMEDICAL SCIENCE,4,CAS,
British Journal of Canadian Studies,4,CAS,
BRITISH JOURNAL OF CANCER,2,CAS,
BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,3,CAS,
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,3,CAS,
BRITISH JOURNAL OF CRIMINOLOGY,2,CAS,
BRITISH JOURNAL OF DERMATOLOGY,1,CAS,
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,3,CAS,
British Journal of Diabetes,4,CAS,
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,2,CAS,
BRITISH JOURNAL OF EDUCATIONAL STUDIES,3,CAS,
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,1,CAS,
BRITISH JOURNAL OF GENERAL PRACTICE,2,CAS,
BRITISH JOURNAL OF GUIDANCE & COUNSELLING,4,CAS,
BRITISH JOURNAL OF HAEMATOLOGY,2,CAS,
BRITISH JOURNAL OF HEALTH PSYCHOLOGY,2,CAS,
BRITISH JOURNAL OF HOSPITAL MEDICINE,4,CAS,
BRITISH JOURNAL OF INDUSTRIAL RELATIONS,4,CAS,
British Journal of Learning Disabilities,4,CAS,
BRITISH JOURNAL OF MANAGEMENT,2,CAS,
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,4,CAS,
British Journal of Middle Eastern Studies,4,CAS,
British Journal of Music Education,4,CAS,
British Journal of Music Therapy,4,CAS,
BRITISH JOURNAL OF NEUROSURGERY,4,CAS,
BRITISH JOURNAL OF NUTRITION,3,CAS,
British Journal of Occupational Therapy,4,CAS,
BRITISH JOURNAL OF OPHTHALMOLOGY,2,CAS,
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,3,CAS,
British Journal of Pain,4,CAS,
BRITISH JOURNAL OF PHARMACOLOGY,2,CAS,
BRITISH JOURNAL OF POLITICAL SCIENCE,1,CAS,
British Journal of Politics & International Relations,2,CAS,
BRITISH JOURNAL OF PSYCHIATRY,1,CAS,
BRITISH JOURNAL OF PSYCHOLOGY,2,CAS,
British Journal of Psychotherapy,4,CAS,
BRITISH JOURNAL OF RADIOLOGY,4,CAS,
British Journal of Religious Education,4,CAS,
BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,1,CAS,
BRITISH JOURNAL OF SOCIAL WORK,3,CAS,
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,3,CAS,
BRITISH JOURNAL OF SOCIOLOGY,1,CAS,
British Journal of Special Education,4,CAS,
BRITISH JOURNAL OF SPORTS MEDICINE,1,CAS,
British Journal of Surgery,1,CAS,
British Journal of Visual Impairment,4,CAS,
British Journalism Review,4,CAS,
BRITISH MEDICAL BULLETIN,2,CAS,
British Politics,4,CAS,
BRITISH POULTRY SCIENCE,4,CAS,
BRITTONIA,4,CAS,
Brock Education-A Journal of Educational Research and Practice,4,CAS,
Brodogradnja,3,CAS,
Bronte Studies,3,CAS,
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,4,CAS,
BRQ-Business Research Quarterly,3,CAS,
Brumal-Research Journal on the Fantastic,4,CAS,
Bruno Pini Mathematical Analysis Seminar,4,CAS,
Brussels Studies,4,CAS,
BRYOLOGIST,4,CAS,
BSGF-Earth Sciences Bulletin,3,CAS,
Buddhist-Christian Studies,4,CAS,
Buffalo Bulletin,4,CAS,
BUFFALO LAW REVIEW,4,CAS,
BUILDING ACOUSTICS,4,CAS,
BUILDING AND ENVIRONMENT,1,CAS,
BUILDING RESEARCH AND INFORMATION,3,CAS,
Building Services Engineering Research & Technology,4,CAS,
Building Simulation,1,CAS,
Buildings & Landscapes-Journal of the Vernacular Architecture Forum,3,CAS,
Buildings,3,CAS,
Built Environment Project and Asset Management,4,CAS,
Bulgarian Astronomical Journal,4,CAS,
BULGARIAN HISTORICAL REVIEW-REVUE BULGARE D HISTOIRE,4,CAS,
Bulgarian Journal of Agricultural Science,4,CAS,
Bulgarski Ezik i Literatura-Bulgarian Language and Literature,4,CAS,
Bulgarsko e-Spisanie za Arkheologiya-Bulgarian e-Journal of Archaeology,4,CAS,
BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,4,CAS,
Bulletin de la Societe Linneenne de Lyon,4,CAS,
BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE,4,CAS,
Bulletin de la Societe Prehistorique Francaise,4,CAS,
BULLETIN DES SCIENCES MATHEMATIQUES,3,CAS,
BULLETIN DU CANCER,4,CAS,
BULLETIN HISPANIQUE,4,CAS,
Bulletin KNOB,4,CAS,
Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,4,CAS,
BULLETIN MONUMENTAL,4,CAS,
Bulletin of Chemical Reaction Engineering and Catalysis,4,CAS,
Bulletin of Computational Applied Mathematics,4,CAS,
Bulletin of Earthquake Engineering,2,CAS,
BULLETIN OF ECONOMIC RESEARCH,4,CAS,
Bulletin of Engineering Geology and the Environment,2,CAS,
BULLETIN OF ENTOMOLOGICAL RESEARCH,3,CAS,
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,4,CAS,
BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,4,CAS,
Bulletin of Geography-Physical Geography Series,4,CAS,
Bulletin of Geography-Socio-Economic Series,4,CAS,
Bulletin of Geophysics and Oceanography,4,CAS,
BULLETIN OF GEOSCIENCES,4,CAS,
BULLETIN OF HISPANIC STUDIES,4,CAS,
BULLETIN OF INDONESIAN ECONOMIC STUDIES,2,CAS,
BULLETIN OF INSECTOLOGY,3,CAS,
Bulletin of Irkutsk State University-Series Mathematics,4,CAS,
Bulletin of Latin American Research,3,CAS,
BULLETIN OF MARINE SCIENCE,4,CAS,
BULLETIN OF MATERIALS SCIENCE,4,CAS,
Bulletin of Mathematical Analysis and Applications,4,CAS,
BULLETIN OF MATHEMATICAL BIOLOGY,4,CAS,
Bulletin of Mathematical Sciences,2,CAS,
Bulletin of Medieval Canon Law-New Series,4,CAS,
Bulletin of Russian State Medical University,4,CAS,
Bulletin of Spanish Studies,3,CAS,
BULLETIN OF SYMBOLIC LOGIC,3,CAS,
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,2,CAS,
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,2,CAS,
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,2,CAS,
Bulletin of the American Society of Overseas Research,3,CAS,
BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,4,CAS,
BULLETIN OF THE ATOMIC SCIENTISTS,4,CAS,
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,4,CAS,
BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,4,CAS,
BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,3,CAS,
BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,4,CAS,
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,4,CAS,
BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION,3,CAS,
Bulletin of the European Association for Theoretical Computer Science,4,CAS,
BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,4,CAS,
BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK,4,CAS,
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,4,CAS,
Bulletin of the German Historical Institute,4,CAS,
Bulletin of the History of Archaeology,1,CAS,
BULLETIN OF THE HISTORY OF MEDICINE,3,CAS,
Bulletin of the Hospital for Joint Diseases,4,CAS,
BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES,4,CAS,
BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA,4,CAS,
Bulletin of the Institute of Mathematics Academia Sinica New Series,4,CAS,
Bulletin of the Iranian Mathematical Society,4,CAS,
Bulletin of the John Rylands Library,4,CAS,
Bulletin of the Karaganda University-Mathematics,4,CAS,
BULLETIN OF THE KOREAN CHEMICAL SOCIETY,4,CAS,
Bulletin of the Korean Mathematical Society,4,CAS,
Bulletin of the Lebedev Physics Institute,4,CAS,
BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,3,CAS,
Bulletin of the Malaysian Mathematical Sciences Society,3,CAS,
BULLETIN OF THE MENNINGER CLINIC,4,CAS,
Bulletin of the Mineral Research and Exploration,4,CAS,
Bulletin of the New Zealand Society for Earthquake Engineering,4,CAS,
Bulletin of the Peabody Museum of Natural History,1,CAS,
Bulletin of the Polish Academy of Sciences-Technical Sciences,4,CAS,
BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES-UNIVERSITY OF LONDON,3,CAS,
BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA,3,CAS,
Bulletin of the South Ural State University Series-Mathematical Modelling Programming & Computer Software,4,CAS,
Bulletin of the Technical Committee on Learning Technology,4,CAS,
Bulletin of the Tomsk Polytechnic University-Geo Assets Engineering,4,CAS,
Bulletin of the University of Karaganda-Physics,4,CAS,
BULLETIN OF THE WORLD HEALTH ORGANIZATION,2,CAS,
Bulletin of Tokyo Dental College,4,CAS,
Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca-Food Science and Technology,4,CAS,
BULLETIN OF VOLCANOLOGY,2,CAS,
Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,4,CAS,
BUNSEKI KAGAKU,4,CAS,
BURLINGTON MAGAZINE,2,CAS,
Burns & Trauma,2,CAS,
BURNS,3,CAS,
Business & Information Systems Engineering,3,CAS,
BUSINESS & PROFESSIONAL ETHICS JOURNAL,4,CAS,
Business & Society,3,CAS,
Business and Human Rights Journal,3,CAS,
Business and Politics,3,CAS,
Business and Professional Communication Quarterly,3,CAS,
BUSINESS AND SOCIETY REVIEW,4,CAS,
BUSINESS ETHICS QUARTERLY,1,CAS,
Business Ethics the Environment & Responsibility,2,CAS,
BUSINESS HISTORY REVIEW,2,CAS,
BUSINESS HISTORY,3,CAS,
BUSINESS HORIZONS,3,CAS,
Business Management and Economics Engineering,4,CAS,
Business Process Management Journal,3,CAS,
Business Strategy and Development,3,CAS,
Business Strategy and the Environment,1,CAS,
Business Systems Research Journal,4,CAS,
Bylye Gody,4,CAS,
BYU Studies Quarterly,4,CAS,
Byulleten Sibirskoy Meditsiny,4,CAS,
BYZANTINE AND MODERN GREEK STUDIES,3,CAS,
BYZANTINISCHE ZEITSCHRIFT,3,CAS,
Byzantinoslavica-Revue Internationale des Etudes Byzantines,3,CAS,
C-Journal of Carbon Research,4,CAS,
CA-A CANCER JOURNAL FOR CLINICIANS,1,CAS,
CAAI Transactions on Intelligence Technology,1,CAS,
Cabas,4,CAS,
CABI Agriculture & Bioscience,3,CAS,
Caderno Profissional de Marketing Unimep,4,CAS,
Cadernos Brasileiros de Terapia Ocupacional-Brazilian Journal of Occupational Therapy,4,CAS,
Cadernos de Dereito Actual,4,CAS,
Cadernos de Estudos Linguisticos,4,CAS,
Cadernos de Geografia,4,CAS,
Cadernos de Historia,4,CAS,
Cadernos de Letras da UFF,4,CAS,
Cadernos de Saude Publica,4,CAS,
Cadernos de Traducao,4,CAS,
Cadernos Educacao Tecnologia e Sociedade,4,CAS,
Cadernos Gestao Publica e Cidadania,4,CAS,
Cadmo,4,CAS,
CAHIERS AGRICULTURES,4,CAS,
Cahiers Balkaniques,3,CAS,
CAHIERS D ETUDES AFRICAINES,4,CAS,
Cahiers d Etudes du Religieux-Recherches Interdisciplinaires,4,CAS,
CAHIERS DE BIOLOGIE MARINE,4,CAS,
Cahiers de Civilisation Espagnole Contemporaine-De 1808 Au Temps Present,4,CAS,
CAHIERS DE CIVILISATION MEDIEVALE,4,CAS,
Cahiers de Droit,4,CAS,
Cahiers de Narratologie,4,CAS,
CAHIERS DE NUTRITION ET DE DIETETIQUE,4,CAS,
Cahiers des Ameriques Latines,4,CAS,
Cahiers des Etudes Anciennes,4,CAS,
CAHIERS DU MONDE RUSSE,3,CAS,
CAHIERS ELISABETHAINS,3,CAS,
